대분류	중분류	Advertiser	Brand	광고목적	Device	Media 	Category	Product	Period	date	Imp	click	cost	conversion	Creative	layout	background	object	button	Shape	benefit	key topic	keyword	trigger	ad copy
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-10-27	888918	621	194660			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-10-28	755043	742	192841			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-10-29	787703	653	197125			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-10-30	1028376	599	203775			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-10-31	1094593	589	202381			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-01	692996	437	168864			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-02	1208644	631	170093			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-03	1033524	656	165797			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-04	888654	724	166320			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-05	754677	763	169525			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-06	967750	628	142463			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-07	608385	494	129269			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-08	961160	704	196586			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-09	826897	627	172502			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-10	606944	472	137419			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-11	615808	652	196987			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-12	833788	714	197459			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-13	937747	585	175176			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-14	504572	326	94952			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-15	500171	395	129173			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-16	714895	605	202627			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-17	622159	496	175158			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-18	518541	443	162853			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-19	672430	542	193778			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-20	584110	419	143766			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-21	435758	284	92882			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-22	593843	361	130918			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-23	233592	200	71777			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-24	175085	167	67475			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-25	282619	327	118330			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-26	469054	506	188455			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-27	450164	348	135845			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-28	593159	404	242180			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-29	1755045	1023	550010			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-11-30						좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-12-01	378376	366	169484			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-12-02	506104	367	156835			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
게임	RPG(PC)	와일드스톤	나루토온라인	앱설치	PC	구글	배너광고	GDN	2017/8/17~2018/1/31	2017-12-03	394277	399	162750			좌우	단색_어두운색	일러스트	없음	가로형	없음	나루토온라인	앱설치유도	User Persuasive Text	Attention
