대분류	중분류	Advertiser	Brand	광고목적	Device	Media 	Category	Product	Period	date	 Imp 	 click 	 cost 	conversion	Creative	layout	background	object	button	Shape	benefit	key topic	keyword	trigger	ad copy
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	PC	네이버	배너광고	롤링보드(기본형)	2018/1/8~2018/1/28	2018-01-18	201818	68	59128 			좌측	단색_밝은색	실사		가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	PC	네이버	배너광고	롤링보드(기본형)	2018/1/8~2018/1/28	2018-01-19	193971	61	53041 			좌측	단색_밝은색	실사		가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	PC	네이버	배너광고	롤링보드(기본형)	2018/1/8~2018/1/28	2018-01-20	100217	30	26086 			좌측	단색_밝은색	실사		가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	PC	네이버	배너광고	롤링보드(기본형)	2018/1/8~2018/1/28	2018-01-21	113879	39	33911 			좌측	단색_밝은색	실사		가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	PC	네이버	배너광고	롤링보드(기본형)	2018/1/8~2018/1/28	2018-01-22	212153	73	63475 			좌측	단색_밝은색	실사		가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	PC	네이버	배너광고	롤링보드(기본형)	2018/1/8~2018/1/28	2018-01-23	208866	51	44346 			좌측	단색_밝은색	실사		가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	PC	네이버	배너광고	롤링보드(기본형)	2018/1/8~2018/1/28	2018-01-24	188723	54	46954 			좌측	단색_밝은색	실사		가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	PC	네이버	배너광고	롤링보드(기본형)	2018/1/8~2018/1/28	2018-01-25	186250	67	58258 			좌측	단색_밝은색	실사		가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	PC	네이버	배너광고	롤링보드(기본형)	2018/1/8~2018/1/28	2018-01-26	117801	43	37390 			좌측	단색_밝은색	실사		가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	PC	네이버	배너광고	롤링보드(기본형)	2018/1/8~2018/1/28	2018-01-27	52133	14	12173 			좌측	단색_밝은색	실사		가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	PC	네이버	배너광고	롤링보드(기본형)	2018/1/8~2018/1/28	2018-01-28	58417	14	12173 			좌측	단색_밝은색	실사		가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/1/8~2018/1/28	2018-01-26	59781	24	20869 			좌측	이미지	모델	유도형	가로형	경품	제품브랜드강조	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/1/8~2018/1/28	2018-01-27	51647	24	20869 			좌측	이미지	모델	유도형	가로형	경품	제품브랜드강조	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/1/8~2018/1/28	2018-01-28	58058	27	23477 			좌측	이미지	모델	유도형	가로형	경품	제품브랜드강조	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/1/8~2018/1/28	2018-01-26	59321	17	14782 			좌측	이미지	모델	유도형	가로형	경품	제품브랜드강조	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/1/8~2018/1/28	2018-01-27	51499	14	12173 			좌측	이미지	모델	유도형	가로형	경품	제품브랜드강조	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	PC	네이버	배너광고	롤링보드(기본형)	2018/1/8~2018/1/28	2018-01-28	58369	27	23477 			좌측	이미지	모델	유도형	가로형	경품	제품브랜드강조	경험	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-08	63361	180	156600 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-09	125333	310	269700 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-10	125137	346	301020 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-11	129634	410	356700 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-12	123321	402	349740 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-13	121252	402	349740 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-14	123814	349	303630 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-15	129956	366	318420 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-16	93840	275	239250 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-17	60873	185	160950 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-18	62947	178	154860 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-19	53063	157	136590 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-20	30588	92	80040 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-21	31391	74	64380 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-22	34149	82	71340 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-23	30101	73	63510 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-24	27561	88	76560 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-25	31845	88	76560 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-26	30337	84	73080 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-27	31867	110	95700 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	전문 서비스	르노삼성	르노삼성	구매전환	MO	네이버	배너광고	메인브랜딩DA	2018/1/8~2018/1/28	2018-01-28	32875	100	87000 			좌측	단색_밝은색	실사	유도형	가로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-19	8928	27	23490 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-20	30672	108	93960 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-21	31612	92	80040 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-22	34434	99	86130 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-23	30103	101	87870 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-24	27736	80	69600 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-25	31521	98	85260 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-26	30255	109	94830 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-27	31565	107	93090 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-28	32872	109	94830 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-19	8910	18	15660 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-20	30615	89	77430 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-21	31495	93	80910 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-22	34430	109	94830 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-23	30131	101	87870 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-24	27856	85	73950 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-25	31327	78	67860 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-26	30521	99	86130 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-27	31488	95	82650 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM6	이벤트참여	MO	네이버	배너광고	메인브랜딩DA	2018/1/19~2018/1/28	2018-01-28	33013	104	90480 			좌측	이미지	모델	유도형	가로형	경품	고객편익	경험	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-01	5496	863	41118 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-02	7042	886	42214 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-03	7482	873	41594 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-04	7262	854	40689 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-05	7540	893	42547 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-06	6429	851	40546 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-07	7050	861	41023 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-08	7580	850	40499 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-09	8805	881	41976 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-10	7540	865	41213 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-11	8233	883	42071 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-12	7707	862	41070 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-13	6354	856	40784 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-14	5896	853	40641 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-15	6911	860	40975 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-16	7018	866	41261 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-17	6208	870	41451 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-18	6197	863	41118 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-19	6208	880	41928 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-20	4324	844	40213 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-21	4402	848	40403 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-22	4823	869	41404 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-23	4832	864	41166 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-24	5457	882	42023 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-25	5706	876	41737 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-26	5153	856	40784 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-27	4006	854	40689 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-28	4574	846	40308 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-29	5749	875	41690 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-30	5591	857	40832 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-31	441	120	5717 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-01	5137	887	42261 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-02	6407	844	40213 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-03	7145	861	41023 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-04	7906	875	41690 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
자동차 및 수송기기	국산 RV/SUV	르노삼성	QM3	이벤트참여	MO	버즈스크린	배너광고	전면잠금화면	2018/1/1~2018/1/31	2018-01-05	7153	846	40308 			중앙	단색_밝은색	실사	유도형	세로형	경품	제품브랜드강조	경품	혜택	주목
